user_input,action,product,quantity
I'd like to get 4 toaster.,remove,yogurt,5
"Nix 6 blender, please.",add,apples,2
Please pull out 6 shoes.,remove,hat,7
Could you toss 6 pan into the cart?,remove,eggs,0
Get rid of 10 yogurt from my order.,add,oranges,3
Get rid of 5 toaster from my order.,remove,oranges,4
I don’t need 6 jacket anymore.,remove,knife,-2
I need 6 more bottle.,remove,jeans,5
I need 10 more milk.,remove,toaster,2
Please pull out 6 chocolate.,remove,water,6
Please pull out 5 plate.,remove,scarf,3
"Nix 6 backpack, please.",remove,blanket,7
Include 3 cheese with my order.,remove,oranges,2
Let’s drop 4 apples.,remove,toaster,3
"I changed my mind about those toaster, take 5 out.",add,bread,3
I want the oranges gone.,remove,bread,1
Drop the lamp completely.,add,bread,3
I don’t want the eggs anymore.,remove,water,2
Let’s drop 1 bananas.,add,milk,6
Forget about the jacket.,add,pillow,1
Throw in 1 milk for me.,remove,t-shirt,4
Get rid of 1 eggs from my order.,add,shorts,9
Let’s drop 5 knife.,remove,plate,5
I don’t want the mug anymore.,add,lamp,-1
Let’s add 3 shorts to the basket.,remove,milk,2
Get rid of 6 water from my order.,add,water,7
Drop the milk completely.,add,hat,4
Get rid of 1 backpack from my order.,add,cheese,4
I don’t want the bread anymore.,remove,blanket,0
I want the shoes gone.,add,scarf,-2
Include 5 socks with my order.,remove,eggs,5
"Nix 3 cheese, please.",remove,jeans,2
Drop the bananas completely.,add,plate,1
Get rid of 4 sweater from my order.,remove,chocolate,0
Can you take out 3 mug?,add,plate,1
Please pull out 10 blender.,remove,jacket,3
I don’t need 4 plate anymore.,remove,lamp,3
Wipe out the apples.,add,backpack,3
Pop 5 water into my shopping bag.,add,jacket,6
I'd like to get 1 mug.,add,pan,3
Forget about the pillow.,add,knife,3
Include 1 pillow with my order.,remove,milk,6
Pop 3 hat into my shopping bag.,add,jacket,3
Drop the oranges completely.,add,mug,6
Include 4 pillow with my order.,remove,jeans,4
Cancel the bottle.,add,blanket,0
"Grab me 4 backpack, please.",remove,shoes,7
Drop the eggs completely.,add,blanket,-1
Pop 1 hat into my shopping bag.,add,pillow,5
I need 10 more cheese.,remove,apples,0
I need 6 more bottle.,remove,socks,5
Get rid of 1 eggs from my order.,add,yogurt,3
"Grab me 2 eggs, please.",remove,yogurt,1
Pop 1 bottle into my shopping bag.,add,backpack,0
Pop 2 bottle into my shopping bag.,remove,bottle,7
"Grab me 3 hat, please.",add,plate,1
I'd like to get 4 cheese.,add,bread,3
Could you toss 1 shorts into the cart?,add,chocolate,1
I'd like to get 6 scarf.,remove,bread,2
"Grab me 2 jacket, please.",add,pan,4
Wipe out the apples.,remove,milk,3
I need 1 more backpack.,add,jacket,4
Scratch the milk.,remove,eggs,5
I'd like to get 4 pillow.,add,scarf,5
Get rid of 3 plate from my order.,remove,yogurt,2
"Nix 2 scarf, please.",add,bananas,0
Drop the milk completely.,remove,socks,4
Please pull out 6 shoes.,add,milk,6
I want the sweater gone.,remove,scarf,-1
Wipe out the cheese.,add,plate,6
Eliminate the backpack from my cart.,remove,shorts,5
Can you take out 3 jacket?,remove,shoes,0
Drop the sweater completely.,remove,yogurt,0
Include 1 blanket with my order.,add,plate,5
Could you toss 2 mug into the cart?,add,eggs,-2
Please pull out 1 toaster.,add,cheese,-5
Remove 2 bananas from the basket.,remove,water,0
"Grab me 5 water, please.",add,eggs,10
Please pull out 3 apples.,add,knife,2
"Grab me 10 mug, please.",remove,jeans,-1
Get rid of 4 scarf from my order.,add,cheese,7
Throw in 1 eggs for me.,add,shorts,7
"I changed my mind about those bananas, take 3 out.",add,pillow,8
I want the knife gone.,add,jeans,0
Include 5 jacket with my order.,remove,lamp,4
"Grab me 10 blender, please.",add,pillow,1
Wipe out the yogurt.,add,jeans,5
"Grab me 4 jeans, please.",add,toaster,4
Eliminate the backpack from my cart.,remove,t-shirt,2
Pop 6 blender into my shopping bag.,add,plate,2
Include 6 chocolate with my order.,add,pillow,5
Cancel the bread.,remove,backpack,6
"Nix 4 mug, please.",add,hat,4
Get rid of 6 water from my order.,remove,pillow,6
I need 4 more pillow.,add,bread,1
Get rid of 5 hat from my order.,remove,apples,2
I don’t want the bottle anymore.,remove,scarf,2
Let’s add 5 toaster to the basket.,remove,oranges,9
Scratch the chocolate.,remove,backpack,1
Please pull out 5 milk.,remove,jeans,3
Cancel the sweater.,add,blender,1
I'd like to get 10 bananas.,remove,mug,10
Eliminate the yogurt from my cart.,add,pan,5
"Nix 3 knife, please.",remove,blender,1
I need 1 more knife.,add,bottle,0
"I changed my mind about those shoes, take 5 out.",add,knife,0
Drop the water completely.,remove,blanket,3
Please pull out 5 chocolate.,add,mug,6
"I changed my mind about those shorts, take 1 out.",add,pillow,-2
Could you toss 4 backpack into the cart?,add,cheese,2
I'd like to get 2 water.,remove,chocolate,7
Could you toss 6 bananas into the cart?,add,jacket,9
Include 3 jeans with my order.,add,shorts,5
Could you toss 1 apples into the cart?,remove,socks,2
I don’t need 4 plate anymore.,add,blender,5
I want the plate gone.,add,blanket,-2
"I changed my mind about those plate, take 1 out.",remove,t-shirt,-1
Drop the blanket completely.,add,socks,2
I'd like to get 2 water.,add,oranges,2
"Grab me 3 t-shirt, please.",add,scarf,6
Scratch the hat.,add,blender,5
Pop 3 blender into my shopping bag.,add,scarf,7
Include 1 mug with my order.,remove,scarf,-2
Get rid of 10 yogurt from my order.,remove,pan,4
Remove 4 cheese from the basket.,add,bananas,2
Get rid of 5 socks from my order.,add,bottle,2
"Nix 10 shorts, please.",add,lamp,4
Wipe out the bananas.,add,backpack,4
Let’s drop 1 blender.,remove,jeans,4
Include 3 bread with my order.,remove,yogurt,5
"I changed my mind about those jeans, take 10 out.",add,socks,4
I don’t need 3 lamp anymore.,add,shoes,3
Let’s add 5 toaster to the basket.,add,blender,6
Get rid of 3 jeans from my order.,remove,scarf,2
Please pull out 1 hat.,remove,hat,3
I don’t want the jacket anymore.,add,blanket,1
Wipe out the plate.,remove,knife,1
Include 1 blanket with my order.,add,eggs,1
I'd like to get 6 mug.,add,apples,1
Let’s add 4 sweater to the basket.,add,backpack,2
Get rid of 2 bananas from my order.,remove,pan,0
Let’s drop 5 apples.,remove,milk,-4
Let’s drop 5 apples.,add,water,1
Throw in 5 sweater for me.,add,eggs,5
Could you toss 6 jacket into the cart?,add,bread,3
Eliminate the blanket from my cart.,remove,socks,3
Get rid of 3 pillow from my order.,remove,hat,3
Could you toss 10 sweater into the cart?,remove,water,6
Throw in 3 milk for me.,add,yogurt,3
Let’s drop 4 apples.,remove,pan,5
I want the knife gone.,add,lamp,3
Let’s drop 1 bottle.,add,milk,5
"I changed my mind about those shorts, take 3 out.",add,cheese,0
"Grab me 10 blender, please.",remove,eggs,1
Pop 2 water into my shopping bag.,remove,shorts,4
Get rid of 10 knife from my order.,remove,sweater,4
"I changed my mind about those jacket, take 10 out.",add,knife,4
Get rid of 1 backpack from my order.,remove,shoes,3
Could you toss 6 blanket into the cart?,add,yogurt,2
Please pull out 6 water.,remove,socks,5
I'd like to get 6 mug.,remove,bottle,2
I don’t need 5 milk anymore.,remove,bread,5
Forget about the milk.,add,sweater,5
Scratch the t-shirt.,add,shorts,1
Could you toss 6 hat into the cart?,remove,blender,-2
Drop the socks completely.,add,t-shirt,8
Scratch the cheese.,remove,bread,1
Pop 6 jacket into my shopping bag.,remove,bread,3
Let’s add 6 bananas to the basket.,add,t-shirt,3
"I changed my mind about those eggs, take 6 out.",remove,pan,10
Remove 1 shorts from the basket.,remove,milk,3
Include 5 apples with my order.,add,eggs,4
I don’t need 6 jacket anymore.,add,blender,5
Let’s add 10 sweater to the basket.,add,bread,2
"Grab me 5 water, please.",add,oranges,-2
Throw in 6 pillow for me.,remove,mug,3
I'd like to get 6 milk.,add,chocolate,-1
"Grab me 3 t-shirt, please.",remove,plate,2
I need 1 more shorts.,add,bananas,1
I need 4 more socks.,remove,pillow,7
Let’s drop 2 jeans.,remove,shoes,4
I need 10 more cheese.,remove,cheese,3
Remove 10 toaster from the basket.,remove,pillow,5
I'd like to get 1 backpack.,add,socks,1
Pop 4 socks into my shopping bag.,remove,plate,3
"Grab me 3 socks, please.",remove,jeans,6
Let’s drop 3 cheese.,remove,toaster,-1
Please pull out 3 knife.,add,backpack,5
"Nix 3 cheese, please.",add,scarf,3
I'd like to get 6 chocolate.,add,shorts,3
Let’s drop 1 blender.,remove,chocolate,0
Could you toss 1 blanket into the cart?,remove,apples,4
I don’t want the chocolate anymore.,add,water,-1
Drop the jacket completely.,remove,jacket,3
"I changed my mind about those jeans, take 1 out.",add,apples,6
Remove 4 cheese from the basket.,remove,bottle,6
Eliminate the socks from my cart.,remove,bottle,4
Eliminate the eggs from my cart.,add,sweater,1
I need 1 more plate.,add,lamp,3
Can you take out 4 cheese?,add,jacket,3
"I changed my mind about those eggs, take 1 out.",remove,oranges,-1
Please pull out 4 plate.,add,mug,6
Include 4 yogurt with my order.,remove,backpack,-3
Cancel the pillow.,remove,cheese,-1
Drop the blanket completely.,add,yogurt,3
Let’s add 2 shoes to the basket.,add,mug,5
"Grab me 3 t-shirt, please.",remove,chocolate,1
I want the plate gone.,add,plate,1
I'd like to get 4 eggs.,add,milk,3
"Nix 10 eggs, please.",add,pillow,0
Include 2 backpack with my order.,add,hat,4
Remove 10 mug from the basket.,add,shoes,-2
"Nix 10 jeans, please.",remove,jeans,4
Please pull out 3 cheese.,add,scarf,3
Pop 4 toaster into my shopping bag.,add,lamp,-1
Remove 5 blanket from the basket.,remove,plate,3
Could you toss 5 scarf into the cart?,remove,t-shirt,8
Include 3 mug with my order.,remove,bananas,2
"Nix 5 chocolate, please.",add,mug,0
"Grab me 3 knife, please.",add,chocolate,10
Drop the oranges completely.,remove,jeans,3
Can you take out 6 pan?,add,pillow,-2
Get rid of 2 cheese from my order.,add,cheese,7
Let’s add 5 toaster to the basket.,add,oranges,-1
"Grab me 5 shoes, please.",remove,bananas,4
Scratch the oranges.,remove,mug,-1
I'd like to get 4 eggs.,remove,jacket,-1
Can you take out 1 jacket?,add,plate,7
Pop 3 mug into my shopping bag.,remove,backpack,0
I want the blender gone.,remove,blanket,0
"I changed my mind about those shoes, take 5 out.",remove,knife,5
Remove 10 scarf from the basket.,remove,t-shirt,6
I'd like to get 2 jeans.,add,blender,2
"Nix 3 knife, please.",add,blender,5
Wipe out the pillow.,add,shorts,2
Remove 6 t-shirt from the basket.,remove,shoes,3
Please pull out 5 socks.,remove,cheese,2
Scratch the shoes.,add,oranges,4
Let’s drop 1 pan.,add,pan,4
Let’s drop 2 t-shirt.,remove,hat,1
Could you toss 6 jacket into the cart?,add,oranges,3
"I changed my mind about those scarf, take 1 out.",remove,plate,5
Forget about the t-shirt.,add,bottle,4
Forget about the sweater.,add,blender,6
Include 4 milk with my order.,add,t-shirt,4
Wipe out the scarf.,remove,jacket,3
Remove 1 blender from the basket.,remove,milk,3
"Nix 3 sweater, please.",add,t-shirt,7
I'd like to get 6 milk.,add,socks,-2
I don’t want the knife anymore.,add,backpack,5
"Nix 3 shorts, please.",add,bottle,-1
I'd like to get 6 mug.,remove,bread,5
Please pull out 5 blender.,add,chocolate,-2
"Grab me 1 eggs, please.",add,bananas,0
"Nix 1 cheese, please.",add,yogurt,-1
Could you toss 2 pan into the cart?,add,milk,1
Scratch the knife.,add,blender,0
I want the scarf gone.,add,blanket,3
Get rid of 1 backpack from my order.,add,shorts,4
Get rid of 2 bananas from my order.,remove,knife,-1
I don’t want the pan anymore.,remove,yogurt,3
Forget about the chocolate.,remove,milk,4
Scratch the toaster.,add,blanket,1
Forget about the toaster.,add,mug,0
Could you toss 4 knife into the cart?,remove,cheese,6
Include 10 jeans with my order.,remove,jeans,4
"I changed my mind about those jeans, take 1 out.",add,shoes,2
Let’s drop 5 jeans.,add,knife,-1
Can you take out 6 pan?,add,t-shirt,2
Let’s drop 2 plate.,remove,yogurt,2
Remove 5 knife from the basket.,remove,mug,0
I need 4 more pillow.,add,knife,3
Throw in 1 mug for me.,remove,socks,3
Could you toss 4 bottle into the cart?,remove,shorts,2
Drop the socks completely.,remove,mug,8
"Grab me 5 shoes, please.",add,knife,2
I'd like to get 1 backpack.,remove,pillow,1
Wipe out the shoes.,remove,shorts,1
I'd like to get 1 apples.,remove,scarf,3
I want the bottle gone.,remove,apples,3
Can you take out 3 eggs?,remove,mug,6
I don’t need 10 milk anymore.,remove,yogurt,2
Scratch the sweater.,add,apples,0
Let’s add 2 shoes to the basket.,add,bottle,1
"I changed my mind about those shoes, take 5 out.",remove,jacket,4
"Nix 6 backpack, please.",remove,knife,3
Drop the milk completely.,add,yogurt,3
Throw in 3 bananas for me.,add,cheese,6
Drop the blender completely.,add,milk,2
Forget about the milk.,remove,chocolate,-2
Pop 2 shoes into my shopping bag.,add,cheese,0
"I changed my mind about those bottle, take 3 out.",remove,yogurt,6
Cancel the socks.,add,mug,3
Forget about the toaster.,add,lamp,4
Please pull out 4 backpack.,add,pillow,-3
Let’s drop 5 jeans.,remove,mug,8
Drop the jacket completely.,add,pan,-2
Include 4 bananas with my order.,add,oranges,3
"Nix 6 apples, please.",add,plate,4
Cancel the oranges.,remove,apples,3
Remove 6 milk from the basket.,add,bread,2
Let’s drop 5 cheese.,add,shoes,7
I need 2 more chocolate.,remove,blanket,7
Throw in 1 scarf for me.,add,t-shirt,0
Forget about the milk.,add,hat,6
"Grab me 3 pillow, please.",remove,shorts,1
"Nix 2 pan, please.",add,shorts,2
Cancel the mug.,remove,oranges,4
Cancel the scarf.,add,knife,7
Pop 2 water into my shopping bag.,remove,shorts,2
Let’s add 6 bananas to the basket.,add,shorts,3
Remove 1 shorts from the basket.,add,shoes,0
Drop the water completely.,remove,pan,-2
Let’s drop 4 pan.,remove,socks,4
Drop the bottle completely.,remove,plate,4
I'd like to get 1 yogurt.,remove,knife,3
"Nix 10 mug, please.",remove,yogurt,6
Could you toss 2 knife into the cart?,remove,jacket,0
Throw in 2 socks for me.,remove,bread,6
Could you toss 4 knife into the cart?,add,pan,0
Remove 2 apples from the basket.,remove,lamp,9
"Nix 6 apples, please.",add,sweater,4
I need 6 more shoes.,add,blender,6
Let’s drop 3 cheese.,remove,knife,2
"Nix 4 shorts, please.",add,cheese,5
I want the pillow gone.,add,plate,5
"I changed my mind about those plate, take 1 out.",remove,blanket,3
"I changed my mind about those cheese, take 6 out.",add,bread,1
I'd like to get 1 backpack.,remove,blanket,2
Forget about the sweater.,remove,jacket,0
Include 4 pillow with my order.,remove,pan,2
Could you toss 2 pan into the cart?,remove,pan,3
I'd like to get 1 bottle.,remove,yogurt,6
Cancel the pillow.,remove,sweater,8
I don’t want the yogurt anymore.,remove,mug,0
Scratch the blender.,remove,jeans,3
Let’s drop 1 bananas.,add,knife,1
"Nix 2 backpack, please.",remove,jeans,5
Forget about the water.,add,pan,4
Get rid of 3 plate from my order.,remove,pan,8
Can you take out 2 toaster?,add,pan,0
I don’t need 2 blender anymore.,add,shorts,5
I want the toaster gone.,remove,shorts,2
I want the yogurt gone.,remove,knife,6
I'd like to get 1 blanket.,add,bread,1
Remove 6 hat from the basket.,add,scarf,2
Could you toss 1 pan into the cart?,remove,eggs,2
Can you take out 10 cheese?,remove,toaster,1
Forget about the pillow.,remove,bananas,4
Can you take out 1 bread?,remove,socks,-2
I don’t need 1 knife anymore.,add,pillow,2
Wipe out the water.,remove,bottle,7
Throw in 2 scarf for me.,remove,toaster,5
"I changed my mind about those bananas, take 4 out.",remove,milk,3
Could you toss 2 knife into the cart?,add,water,-1
Let’s drop 6 hat.,remove,bread,2
Let’s drop 1 milk.,remove,cheese,3
I don’t want the pillow anymore.,remove,jeans,5
Can you take out 2 bread?,add,hat,5
I don’t need 10 milk anymore.,add,jacket,8
Let’s drop 4 jacket.,remove,blender,3
Pop 6 jacket into my shopping bag.,remove,scarf,8
Eliminate the lamp from my cart.,remove,t-shirt,6
I need 10 more cheese.,remove,water,3
Could you toss 6 hat into the cart?,remove,backpack,1
"I changed my mind about those socks, take 4 out.",remove,water,0
I don’t need 3 oranges anymore.,add,bread,6
I'd like to get 6 milk.,remove,pillow,2
Could you toss 6 shoes into the cart?,remove,hat,0
I don’t want the backpack anymore.,remove,scarf,7
"Nix 2 yogurt, please.",remove,plate,6
Get rid of 2 plate from my order.,add,lamp,1
Can you take out 4 bananas?,add,hat,5
Get rid of 5 hat from my order.,remove,pan,2
Remove 5 water from the basket.,add,pillow,1
Cancel the socks.,remove,oranges,5
"I changed my mind about those shoes, take 5 out.",remove,oranges,4
Get rid of 5 socks from my order.,add,oranges,7
Please pull out 1 toaster.,add,shoes,2
Get rid of 4 eggs from my order.,remove,knife,0
Include 2 socks with my order.,add,knife,1
Drop the jeans completely.,add,chocolate,2
Drop the shoes completely.,add,sweater,4
Get rid of 3 jacket from my order.,add,pillow,2
Let’s add 5 toaster to the basket.,remove,water,8
Please pull out 5 chocolate.,add,scarf,5
I don’t need 6 bottle anymore.,remove,cheese,5
"I changed my mind about those eggs, take 1 out.",remove,hat,5
Let’s add 1 bananas to the basket.,remove,scarf,5
Can you take out 6 cheese?,remove,oranges,4
Throw in 3 sweater for me.,remove,sweater,0
Drop the blanket completely.,remove,pillow,1
Cancel the blanket.,add,apples,-4
"Grab me 3 bottle, please.",remove,chocolate,5
I'd like to get 6 t-shirt.,remove,backpack,6
I need 1 more plate.,add,cheese,0
Can you take out 6 bananas?,remove,backpack,2
Drop the blender completely.,add,shorts,-1
Let’s add 2 shoes to the basket.,add,t-shirt,1
Eliminate the knife from my cart.,add,t-shirt,5
Throw in 1 jacket for me.,remove,cheese,4
Please pull out 5 oranges.,remove,t-shirt,7
Please pull out 10 apples.,remove,plate,3
Drop the eggs completely.,add,bottle,3
I want the mug gone.,add,pan,4
Remove 6 jacket from the basket.,add,scarf,4
Drop the chocolate completely.,add,sweater,3
I'd like to get 1 backpack.,remove,chocolate,4
Drop the oranges completely.,remove,scarf,5
Wipe out the blender.,add,apples,0
Drop the cheese completely.,add,socks,3
"Nix 3 shorts, please.",remove,mug,1
I don’t need 6 milk anymore.,add,apples,2
"I changed my mind about those jeans, take 1 out.",add,pillow,2
Scratch the shoes.,remove,jacket,3
Let’s add 4 sweater to the basket.,remove,water,3
Throw in 4 yogurt for me.,remove,yogurt,5
I don’t need 5 shorts anymore.,add,pillow,4
Let’s add 6 bread to the basket.,remove,t-shirt,3
Pop 5 water into my shopping bag.,remove,shorts,-1
"I changed my mind about those bottle, take 3 out.",remove,pillow,9
I'd like to get 2 jeans.,add,yogurt,3
Cancel the pillow.,add,pillow,7
Include 6 chocolate with my order.,remove,toaster,4
"I changed my mind about those apples, take 1 out.",remove,water,2
I need 3 more milk.,add,pillow,2
Eliminate the backpack from my cart.,add,pillow,2
Remove 5 jacket from the basket.,add,pan,-3
Let’s add 10 jeans to the basket.,add,bananas,6
"Nix 3 pan, please.",remove,yogurt,3
Pop 6 hat into my shopping bag.,add,oranges,-1
Include 5 socks with my order.,remove,mug,0
Throw in 5 bottle for me.,add,scarf,3
Pop 2 bottle into my shopping bag.,remove,blanket,2
Let’s add 2 lamp to the basket.,add,milk,6
I don’t want the backpack anymore.,remove,backpack,2
I don’t need 6 jacket anymore.,add,plate,4
Pop 4 socks into my shopping bag.,add,blanket,4
Let’s drop 5 cheese.,add,blanket,-1
Eliminate the mug from my cart.,remove,cheese,7
"I changed my mind about those cheese, take 6 out.",add,oranges,2
I don’t want the knife anymore.,remove,pillow,5
I need 3 more milk.,add,plate,3
Let’s drop 1 blender.,add,toaster,0
"Grab me 10 mug, please.",add,blanket,5
Let’s add 1 pan to the basket.,add,plate,3
I need 10 more milk.,remove,t-shirt,5
Include 6 chocolate with my order.,add,plate,-2
Please pull out 2 sweater.,add,hat,4
Remove 10 yogurt from the basket.,remove,lamp,3
I need 4 more water.,add,pan,3
Pop 4 bananas into my shopping bag.,remove,scarf,1
Please pull out 5 oranges.,remove,mug,1
Get rid of 6 bread from my order.,remove,bread,5
Include 10 jeans with my order.,add,scarf,-1
"I changed my mind about those blanket, take 2 out.",remove,cheese,5
Include 5 socks with my order.,add,scarf,6
Can you take out 3 yogurt?,add,toaster,6
"I changed my mind about those blender, take 6 out.",remove,pan,8
Please pull out 5 bread.,remove,socks,5
"I changed my mind about those chocolate, take 10 out.",add,backpack,8
Include 5 jacket with my order.,add,jeans,5
Get rid of 2 bananas from my order.,add,water,7
I'd like to get 3 bread.,add,jacket,2
Please pull out 10 blender.,remove,sweater,0
Could you toss 5 pillow into the cart?,add,pan,3
Pop 1 plate into my shopping bag.,remove,bottle,5
Throw in 4 lamp for me.,add,blanket,3
Please pull out 5 socks.,add,cheese,6
I'd like to get 1 apples.,remove,chocolate,5
Could you toss 10 sweater into the cart?,remove,apples,5
Can you take out 6 apples?,add,backpack,10
Please pull out 10 eggs.,add,t-shirt,3
I don’t want the eggs anymore.,remove,backpack,6
I'd like to get 3 bread.,remove,blender,5
Eliminate the jacket from my cart.,remove,cheese,7
Let’s drop 10 blanket.,add,pillow,5
Can you take out 6 pillow?,add,blender,2
Include 4 water with my order.,remove,hat,1
"I changed my mind about those scarf, take 1 out.",remove,milk,3
"Nix 6 water, please.",add,milk,-3
Could you toss 3 blanket into the cart?,remove,bread,-2
"I changed my mind about those sweater, take 5 out.",remove,oranges,-2
Can you take out 6 bananas?,add,bananas,1
Throw in 5 pan for me.,remove,hat,2
Throw in 1 mug for me.,add,t-shirt,3
Get rid of 2 plate from my order.,remove,plate,3
"Nix 4 blanket, please.",remove,plate,6
Scratch the hat.,remove,cheese,2
Can you take out 2 bread?,add,plate,7
I don’t need 3 eggs anymore.,add,eggs,4
Remove 6 milk from the basket.,add,toaster,7
I need 10 more scarf.,add,pillow,6
Could you toss 6 blanket into the cart?,remove,knife,5
Get rid of 6 yogurt from my order.,remove,water,0
Get rid of 4 hat from my order.,remove,sweater,2
I'd like to get 6 t-shirt.,add,bottle,2
Forget about the blender.,add,plate,2
Can you take out 6 lamp?,add,bread,0
Could you toss 10 sweater into the cart?,add,shorts,4
Include 1 blanket with my order.,remove,shoes,4
Let’s drop 1 milk.,remove,t-shirt,-1
Remove 10 socks from the basket.,add,pillow,6
Scratch the eggs.,remove,pillow,-4
Get rid of 3 plate from my order.,remove,hat,2
Can you take out 2 toaster?,remove,bananas,5
"Nix 1 mug, please.",add,knife,-2
Wipe out the sweater.,add,milk,6
"Grab me 5 t-shirt, please.",add,jeans,1
"I changed my mind about those socks, take 4 out.",remove,lamp,2
Drop the toaster completely.,remove,apples,7
Get rid of 10 knife from my order.,remove,backpack,6
Remove 6 oranges from the basket.,add,backpack,2
I don’t need 3 pillow anymore.,add,lamp,6
Can you take out 10 knife?,remove,pillow,2
Can you take out 1 bananas?,add,jeans,3
Pop 1 backpack into my shopping bag.,add,blanket,7
Include 5 pillow with my order.,remove,plate,2
"I changed my mind about those oranges, take 5 out.",add,eggs,6
Cancel the pillow.,add,apples,6
"Nix 3 pillow, please.",add,jeans,1
"I changed my mind about those mug, take 1 out.",add,blender,5
Get rid of 3 plate from my order.,add,cheese,5
I don’t want the cheese anymore.,remove,plate,4
Include 4 yogurt with my order.,add,shorts,7
I don’t need 2 water anymore.,remove,oranges,11
"Nix 10 cheese, please.",add,lamp,5
Eliminate the blanket from my cart.,remove,pan,3
"Nix 4 blanket, please.",add,jacket,8
Include 3 shoes with my order.,remove,socks,3
Let’s add 1 bananas to the basket.,add,lamp,5
I'd like to get 4 blender.,add,jeans,5
Please pull out 5 scarf.,add,sweater,2
Let’s drop 4 milk.,remove,scarf,4
Drop the shorts completely.,remove,jacket,-4
Please pull out 4 apples.,remove,mug,2
Pop 1 pan into my shopping bag.,add,knife,-1
I want the socks gone.,add,pillow,5
Can you take out 2 scarf?,add,pillow,2
Remove 10 scarf from the basket.,remove,bananas,5
Throw in 3 shoes for me.,add,water,2
Could you toss 5 scarf into the cart?,add,yogurt,6
"Grab me 4 backpack, please.",add,eggs,7
Let’s drop 10 blanket.,add,blanket,2
"Nix 6 bread, please.",add,sweater,7
Can you take out 1 bananas?,remove,oranges,1
Throw in 3 sweater for me.,remove,t-shirt,5
Cancel the milk.,remove,jeans,0
Let’s add 10 jacket to the basket.,remove,sweater,3
"I changed my mind about those cheese, take 6 out.",remove,scarf,5
"Nix 6 blender, please.",add,mug,-2
I don’t want the bread anymore.,add,pillow,6
Pop 3 milk into my shopping bag.,remove,yogurt,5
I don’t want the hat anymore.,add,blanket,3
I'd like to get 4 pillow.,add,pillow,3
I don’t want the scarf anymore.,add,bananas,6
Throw in 3 plate for me.,add,yogurt,3
Could you toss 1 pan into the cart?,add,bottle,-2
Eliminate the backpack from my cart.,remove,shorts,5
"Grab me 3 t-shirt, please.",remove,milk,5
Please pull out 5 milk.,add,bread,11
"Grab me 3 t-shirt, please.",add,mug,3
Pop 1 knife into my shopping bag.,add,yogurt,1
Can you take out 6 hat?,remove,sweater,2
Pop 4 shorts into my shopping bag.,remove,shorts,5
Get rid of 3 eggs from my order.,remove,bread,1
Let’s add 10 pillow to the basket.,remove,blanket,5
"Nix 2 bottle, please.",remove,bananas,2
Throw in 3 pillow for me.,add,yogurt,-1
"Grab me 3 jacket, please.",remove,eggs,-2
Scratch the lamp.,remove,blender,0
Could you toss 4 backpack into the cart?,add,backpack,3
Let’s add 2 socks to the basket.,add,yogurt,4
I want the apples gone.,add,mug,5
"I changed my mind about those jeans, take 1 out.",add,yogurt,3
I'd like to get 1 bottle.,add,bread,8
Please pull out 2 backpack.,remove,toaster,7
Wipe out the blanket.,add,mug,1
"Grab me 1 apples, please.",remove,cheese,5
Could you toss 6 blender into the cart?,remove,cheese,1
"Nix 6 milk, please.",add,t-shirt,2
Could you toss 2 pan into the cart?,add,milk,3
Can you take out 6 blender?,remove,chocolate,2
Scratch the bananas.,add,backpack,5
I want the eggs gone.,remove,cheese,6
I need 3 more backpack.,remove,backpack,4
I need 4 more water.,remove,shorts,1
Scratch the backpack.,remove,sweater,5
Can you take out 3 eggs?,remove,toaster,6
Remove 1 milk from the basket.,add,apples,3
Cancel the lamp.,add,backpack,5
Please pull out 1 jeans.,add,bananas,3
Can you take out 10 shorts?,add,pan,4
Eliminate the pan from my cart.,remove,milk,7
Eliminate the blanket from my cart.,remove,knife,3
"Grab me 4 bread, please.",remove,jeans,4
Pop 6 blender into my shopping bag.,add,pillow,1
Eliminate the blender from my cart.,remove,lamp,2
Remove 6 backpack from the basket.,remove,chocolate,4
Throw in 3 pillow for me.,add,blanket,7
"Nix 1 mug, please.",remove,pan,6
Please pull out 4 backpack.,add,knife,7
"Grab me 2 pillow, please.",remove,socks,5
"I changed my mind about those bottle, take 3 out.",remove,cheese,2
I don’t want the sweater anymore.,remove,bread,3
Please pull out 5 blender.,remove,apples,6
I don’t need 10 backpack anymore.,add,chocolate,0
Get rid of 10 knife from my order.,remove,lamp,3
Can you take out 1 lamp?,add,mug,6
Get rid of 3 plate from my order.,add,scarf,9
Throw in 3 bananas for me.,remove,yogurt,7
"I changed my mind about those blanket, take 5 out.",add,plate,2
Forget about the shoes.,add,sweater,7
I don’t want the bread anymore.,remove,apples,8
Could you toss 4 backpack into the cart?,add,scarf,2
Pop 6 blender into my shopping bag.,add,blender,1
Get rid of 5 shoes from my order.,add,knife,3
Include 6 pan with my order.,remove,lamp,8
"I changed my mind about those mug, take 1 out.",remove,oranges,3
Let’s add 6 bananas to the basket.,add,shoes,3
Remove 3 milk from the basket.,remove,shorts,-2
Pop 1 plate into my shopping bag.,remove,pan,6
Forget about the blanket.,remove,jacket,4
Please pull out 4 mug.,add,milk,5
Wipe out the lamp.,remove,toaster,7
I don’t want the bread anymore.,add,shorts,2
"I changed my mind about those pan, take 3 out.",remove,pillow,6
Include 2 yogurt with my order.,remove,toaster,3
