user_input,action,product,quantity
Remove 1 jelly.,remove,jelly,1
Please pull out 10 plate.,remove,plate,10
Get rid of the milk.,remove,milk,1
I need 3 toothbrush added.,add,toothbrush,3
Drop the toaster completely.,remove,toaster,1
Throw in 7 skirt for me.,add,skirt,7
Drop 8 eggs.,remove,eggs,8
Make that 1 cucumber.,add,cucumber,1
Give me 9 beans.,add,beans,9
Wipe out the broccoli.,remove,broccoli,1
I don’t want the sugar anymore.,remove,sugar,1
Remove 5 blanket from the basket.,remove,blanket,5
Pop 4 candle into my shopping bag.,add,candle,4
Remove 10 bowl.,remove,bowl,10
"Nix 8 spaghetti, please.",remove,spaghetti,8
Remove 1 soap.,remove,soap,1
Drop 5 toothpaste.,remove,toothpaste,5
Please add 9 towel.,add,towel,9
I want to buy 9 lotion.,add,lotion,9
"Nix 2 lighter, please.",remove,lighter,2
"I changed my mind about those oranges, take 5 out.",remove,oranges,5
Wipe out the hat.,remove,hat,1
Give me 10 suit.,add,suit,10
Drop 8 apples.,remove,apples,8
Pop 2 necklace into my shopping bag.,add,necklace,2
Get rid of 3 blanket from my order.,remove,blanket,3
"Nix 4 steak, please.",remove,steak,4
I'd like to get 1 coat.,add,coat,1
I don't need 2 shelf anymore.,remove,shelf,2
Remove 10 beans.,remove,beans,10
Please pull out 9 jam.,remove,jam,9
"I changed my mind about those butter, take 3 out.",remove,butter,3
I need 10 suit added.,add,suit,10
I need 2 gloves added.,add,gloves,2
Remove 8 sunglasses.,remove,sunglasses,8
Drop 10 tie.,remove,tie,10
Take 2 wallet off my list.,remove,wallet,2
Let’s add 10 couch to the basket.,add,couch,10
Pop 5 skillet into my shopping bag.,add,skillet,5
Please pull out 10 curtain.,remove,curtain,10
Please add 6 napkin.,add,napkin,6
Put 4 backpack in my cart.,add,backpack,4
Scratch the plate.,remove,plate,1
Take out the mirror.,remove,mirror,1
Add 10 heels to the list.,add,heels,10
Remove 2 glasses.,remove,glasses,2
Wipe out the grapes.,remove,grapes,1
Throw in 10 soda for me.,add,soda,10
Drop 2 razor.,remove,razor,2
Cancel the boots.,remove,boots,1
Include 3 corn with my order.,add,corn,3
I'd like to get 9 brush.,add,brush,9
I need 9 tuna added.,add,tuna,9
Give me 7 onion.,add,onion,7
Please pull out 1 shorts.,remove,shorts,1
I don't need 7 pork anymore.,remove,pork,7
Give me 4 pepper.,add,pepper,4
Can you take out 4 jacket?,remove,jacket,4
Put 6 ginger in my cart.,add,ginger,6
"Grab me 6 mug, please.",add,mug,6
Include 1 jacket with my order.,add,jacket,1
Throw in 9 boots for me.,add,boots,9
I don't need 2 spinach anymore.,remove,spinach,2
Please add 7 tie.,add,tie,7
I need 8 spaghetti added.,add,spaghetti,8
Let’s add 8 peas to the basket.,add,peas,8
Put 7 pajamas in my cart.,add,pajamas,7
Put 10 onion in my cart.,add,onion,10
"Nix 7 cabinet, please.",remove,cabinet,7
Make that 10 bananas.,add,bananas,10
Take 3 fish off my list.,remove,fish,3
"Nix 1 couch, please.",remove,couch,1
I want the broccoli gone.,remove,broccoli,1
Please pull out 9 fan.,remove,fan,9
"Grab me 2 t-shirt, please.",add,t-shirt,2
Please add 1 flour.,add,flour,1
Make that 2 peas.,add,peas,2
Cancel 6 trousers.,remove,trousers,6
Include 1 ginger with my order.,add,ginger,1
Please pull out 4 cauliflower.,remove,cauliflower,4
Add 6 oil to the list.,add,oil,6
Throw in 6 napkin for me.,add,napkin,6
I need 9 pot added.,add,pot,9
"I changed my mind about those backpack, take 10 out.",remove,backpack,10
Make that 5 sweater.,add,sweater,5
Add 6 juice to the list.,add,juice,6
Can you take out 7 cream?,remove,cream,7
Remove 5 sweater.,remove,sweater,5
Remove 2 scarf from the basket.,remove,scarf,2
"Nix 5 cabinet, please.",remove,cabinet,5
Make that 4 leggings.,add,leggings,4
Give me 3 pan.,add,pan,3
Get rid of 9 towel from my order.,remove,towel,9
Let’s add 6 cookies to the basket.,add,cookies,6
Drop 3 honey.,remove,honey,3
Give me 3 cauliflower.,add,cauliflower,3
Could you toss 1 curtain into the cart?,add,curtain,1
Drop 1 socks.,remove,socks,1
Give me 9 mirror.,add,mirror,9
Put 7 mattress in my cart.,add,mattress,7
Remove the glasses.,remove,glasses,1
I want the t-shirt gone.,remove,t-shirt,1
Add 2 dress to the list.,add,dress,2
Forget about the tray.,remove,tray,1
Throw in 4 dress for me.,add,dress,4
Drop the rice completely.,remove,rice,1
Put 1 umbrella in my cart.,add,umbrella,1
I need 6 lemon added.,add,lemon,6
"Grab me 2 salt, please.",add,salt,2
Give me 10 robe.,add,robe,10
"I changed my mind about those toaster, take 10 out.",remove,toaster,10
Let’s add 3 shorts to the basket.,add,shorts,3
Let’s add 1 pretzels to the basket.,add,pretzels,1
Remove 1 vest.,remove,vest,1
Throw in 9 chocolate for me.,add,chocolate,9
Let’s add 2 lighter to the basket.,add,lighter,2
Get rid of 1 broccoli from my order.,remove,broccoli,1
Take 6 sugar off my list.,remove,sugar,6
I need 9 chair added.,add,chair,9
Add 6 sheet to the list.,add,sheet,6
"Grab me 1 nuts, please.",add,nuts,1
Include 7 pasta with my order.,add,pasta,7
Please pull out 4 pan.,remove,pan,4
Give me 7 battery.,add,battery,7
I'd like to get 3 lettuce.,add,lettuce,3
Forget about the pan.,remove,pan,1
Can you take out 2 pajamas?,remove,pajamas,2
Take out the blind.,remove,blind,1
I need 2 more bottle.,add,bottle,2
I don’t want the sunglasses anymore.,remove,sunglasses,1
I want to buy 9 bracelet.,add,bracelet,9
Put 10 heels in my cart.,add,heels,10
I need 4 mattress added.,add,mattress,4
Wipe out the match.,remove,match,1
Remove 2 cap.,remove,cap,2
I'd like to get 9 cup.,add,cup,9
Add 8 couch to the list.,add,couch,8
Put 2 butter in my cart.,add,butter,2
I need 1 floss added.,add,floss,1
Include 2 towel with my order.,add,towel,2
Throw in 7 soda for me.,add,soda,7
Delete 8 spoon from the cart.,remove,spoon,8
Pop 4 match into my shopping bag.,add,match,4
I need 10 more milk.,add,milk,10
Add 3 pillowcase to the list.,add,pillowcase,3
I want to buy 5 butter.,add,butter,5
"I changed my mind about those sandals, take 8 out.",remove,sandals,8
Get rid of 10 ring from my order.,remove,ring,10
Get rid of 3 toaster from my order.,remove,toaster,3
Remove 2 drawer.,remove,drawer,2
Make that 2 lemonade.,add,lemonade,2
Throw in 2 blind for me.,add,blind,2
Pop 7 sofa into my shopping bag.,add,sofa,7
Take 1 towel off my list.,remove,towel,1
I'd like to get 9 chips.,add,chips,9
Let’s add 4 ginger to the basket.,add,ginger,4
I'd like to get 7 water.,add,water,7
Throw in 8 tomato for me.,add,tomato,8
Cancel the suit.,remove,suit,1
Eliminate the heater from my cart.,remove,heater,1
Drop 2 chocolate.,remove,chocolate,2
Get rid of the cabinet.,remove,cabinet,1
Include 10 plate with my order.,add,plate,10
"Grab me 5 shoes, please.",add,shoes,5
I'd like to get 7 lamp.,add,lamp,7
Forget about the heels.,remove,heels,1
"Grab me 6 sponge, please.",add,sponge,6
I want to buy 5 pajamas.,add,pajamas,5
I'd like to get 1 sweater.,add,sweater,1
Please add 5 nuts.,add,nuts,5
Get rid of the rug.,remove,rug,1
I don't need 7 toothpaste anymore.,remove,toothpaste,7
Drop 10 fish.,remove,fish,10
Give me 1 blender.,add,blender,1
I want to buy 9 blanket.,add,blanket,9
Drop 4 nuts.,remove,nuts,4
Get rid of 4 cauliflower from my order.,remove,cauliflower,4
Include 2 socks with my order.,add,socks,2
Could you toss 10 watch into the cart?,add,watch,10
Could you toss 5 skirt into the cart?,add,skirt,5
Get rid of 7 butter from my order.,remove,butter,7
Forget about the chocolate.,remove,chocolate,1
I'd like to get 3 coat.,add,coat,3
"Nix 2 necklace, please.",remove,necklace,2
I want to buy 4 candy.,add,candy,4
Take 9 oranges off my list.,remove,oranges,9
I want to buy 3 sofa.,add,sofa,3
"Grab me 4 water, please.",add,water,4
Could you toss 8 skirt into the cart?,add,skirt,8
Add 10 yogurt to the list.,add,yogurt,10
"Nix 6 skillet, please.",remove,skillet,6
Delete 10 chocolate from the cart.,remove,chocolate,10
Take 9 pork off my list.,remove,pork,9
I need 9 belt added.,add,belt,9
I want to buy 10 bottle.,add,bottle,10
Please add 1 pan.,add,pan,1
Cancel 8 oatmeal.,remove,oatmeal,8
Can you take out 1 t-shirt?,remove,t-shirt,1
Remove 6 tea from the basket.,remove,tea,6
Take 9 raincoat off my list.,remove,raincoat,9
Add 6 hat to the list.,add,hat,6
Please add 2 cream.,add,cream,2
Remove 10 rug.,remove,rug,10
Let’s add 3 shoes to the basket.,add,shoes,3
Could you toss 9 grapes into the cart?,add,grapes,9
Remove 3 pillowcase from the basket.,remove,pillowcase,3
Remove 7 raincoat.,remove,raincoat,7
Add 7 duvet to the list.,add,duvet,7
Remove the steak.,remove,steak,1
I'd like to get 4 bottle.,add,bottle,4
I'd like to get 4 jelly.,add,jelly,4
Put 3 oatmeal in my cart.,add,oatmeal,3
Forget about the couch.,remove,couch,1
"I changed my mind about those shirt, take 3 out.",remove,shirt,3
Include 9 brush with my order.,add,brush,9
Remove 2 mug from the basket.,remove,mug,2
Can you take out 5 salt?,remove,salt,5
Remove 6 chicken.,remove,chicken,6
I'd like to get 1 toaster.,add,toaster,1
"I changed my mind about those table, take 9 out.",remove,table,9
Remove 8 cookies.,remove,cookies,8
Give me 7 salt.,add,salt,7
Give me 9 tea.,add,tea,9
Can you take out 3 chicken?,remove,chicken,3
Put 5 mattress in my cart.,add,mattress,5
Let’s add 6 pitcher to the basket.,add,pitcher,6
Drop 10 crackers.,remove,crackers,10
"Grab me 3 sponge, please.",add,sponge,3
Please add 1 lemonade.,add,lemonade,1
Can you take out 9 plate?,remove,plate,9
Can you take out 1 razor?,remove,razor,1
Get rid of the heels.,remove,heels,1
Take 2 ginger off my list.,remove,ginger,2
Let’s add 9 nuts to the basket.,add,nuts,9
Include 6 lettuce with my order.,add,lettuce,6
Make that 1 heels.,add,heels,1
Delete 2 flour from the cart.,remove,flour,2
I'd like to get 8 lighter.,add,lighter,8
Take 4 lotion off my list.,remove,lotion,4
I don’t want the cereal anymore.,remove,cereal,1
Cancel the apples.,remove,apples,1
Throw in 9 cereal for me.,add,cereal,9
I want to buy 9 rug.,add,rug,9
Add 5 lemonade to the list.,add,lemonade,5
Put 1 tray in my cart.,add,tray,1
"Nix 10 blind, please.",remove,blind,10
Remove 9 glasses from the basket.,remove,glasses,9
Pop 3 pan into my shopping bag.,add,pan,3
Cancel the pretzels.,remove,pretzels,1
I'd like to get 5 wallet.,add,wallet,5
Can you take out 1 vinegar?,remove,vinegar,1
Add 2 lighter to the list.,add,lighter,2
Let’s add 10 drawer to the basket.,add,drawer,10
Let’s add 4 candle to the basket.,add,candle,4
"Grab me 10 oranges, please.",add,oranges,10
I'd like to get 3 towel.,add,towel,3
Drop 8 suit.,remove,suit,8
Please pull out 9 table.,remove,table,9
Let’s add 7 suitcase to the basket.,add,suitcase,7
Delete 7 blender from the cart.,remove,blender,7
Give me 3 curtain.,add,curtain,3
Put 1 flour in my cart.,add,flour,1
Remove 2 grapes.,remove,grapes,2
Put 8 noodles in my cart.,add,noodles,8
I need 7 salt added.,add,salt,7
Can you take out 2 sponge?,remove,sponge,2
Take 7 paper off my list.,remove,paper,7
I'd like to get 4 cheese.,add,cheese,4
Could you toss 4 carrots into the cart?,add,carrots,4
"Nix 1 blender, please.",remove,blender,1
I'd like to get 4 vinegar.,add,vinegar,4
Remove 6 pot.,remove,pot,6
Put 6 onion in my cart.,add,onion,6
Make that 5 cereal.,add,cereal,5
Eliminate the blazer from my cart.,remove,blazer,1
I need 8 skirt added.,add,skirt,8
Add 7 soap to the list.,add,soap,7
"Nix 2 toothbrush, please.",remove,toothbrush,2
Cancel 8 chocolate.,remove,chocolate,8
"I changed my mind about those hat, take 2 out.",remove,hat,2
Please pull out 10 mug.,remove,mug,10
I want to buy 5 vase.,add,vase,5
Let’s add 4 lighter to the basket.,add,lighter,4
Please add 9 cereal.,add,cereal,9
Please pull out 7 chocolate.,remove,chocolate,7
"Nix 7 razor, please.",remove,razor,7
Add 2 chips to the list.,add,chips,2
Please pull out 3 pepper.,remove,pepper,3
Let’s add 1 scarf to the basket.,add,scarf,1
Could you toss 4 sweater into the cart?,add,sweater,4
Drop the heels completely.,remove,heels,1
Delete 2 hat from the cart.,remove,hat,2
Please pull out 4 fork.,remove,fork,4
Please pull out 2 cucumber.,remove,cucumber,2
Eliminate the cauliflower from my cart.,remove,cauliflower,1
"I changed my mind about those jacket, take 10 out.",remove,jacket,10
Remove 8 sneakers from the basket.,remove,sneakers,8
Let’s add 1 mittens to the basket.,add,mittens,1
I don’t want the brush anymore.,remove,brush,1
Put 3 duvet in my cart.,add,duvet,3
Can you take out 7 bananas?,remove,bananas,7
Remove 4 lotion from the basket.,remove,lotion,4
Delete 7 corn from the cart.,remove,corn,7
Cancel 1 coat.,remove,coat,1
Please add 1 eggs.,add,eggs,1
Can you take out 4 wine?,remove,wine,4
Add 7 butter to the list.,add,butter,7
I don’t want the leggings anymore.,remove,leggings,1
Take 6 purse off my list.,remove,purse,6
Include 4 salmon with my order.,add,salmon,4
Put 6 wallet in my cart.,add,wallet,6
Include 1 shoes with my order.,add,shoes,1
I need 4 more bread.,add,bread,4
Delete 6 fish from the cart.,remove,fish,6
Make that 1 cookies.,add,cookies,1
Forget about the sofa.,remove,sofa,1
Drop 10 pillowcase.,remove,pillowcase,10
Can you take out 2 broom?,remove,broom,2
I want to buy 4 skirt.,add,skirt,4
Remove 3 backpack from the basket.,remove,backpack,3
Add 5 milk to the list.,add,milk,5
Cancel 3 plate.,remove,plate,3
Remove 2 rice.,remove,rice,2
Drop the knife completely.,remove,knife,1
I want to buy 1 couch.,add,couch,1
I'd like to get 8 sandals.,add,sandals,8
Add 2 pillowcase to the list.,add,pillowcase,2
Can you take out 6 pasta?,remove,pasta,6
Could you toss 6 bananas into the cart?,add,bananas,6
I'd like to get 7 pitcher.,add,pitcher,7
I need 2 duvet added.,add,duvet,2
I'd like to get 9 belt.,add,belt,9
Give me 2 slippers.,add,slippers,2
Please pull out 5 eggs.,remove,eggs,5
I don’t need 4 eggs anymore.,remove,eggs,4
Throw in 2 bulb for me.,add,bulb,2
Can you take out 5 lighter?,remove,lighter,5
Let’s drop 2 jeans.,remove,jeans,2
Can you take out 9 duvet?,remove,duvet,9
Make that 9 cucumber.,add,cucumber,9
Pop 4 pretzels into my shopping bag.,add,pretzels,4
Can you take out 5 couch?,remove,couch,5
Get rid of 10 heater from my order.,remove,heater,10
Drop 8 vinegar.,remove,vinegar,8
Pop 2 fork into my shopping bag.,add,fork,2
I need 5 spinach added.,add,spinach,5
"I changed my mind about those oranges, take 10 out.",remove,oranges,10
Please add 9 mittens.,add,mittens,9
Cancel 9 eggs.,remove,eggs,9
Pop 8 apples into my shopping bag.,add,apples,8
Put 3 tuna in my cart.,add,tuna,3
I want to buy 10 broccoli.,add,broccoli,10
Get rid of 2 spinach from my order.,remove,spinach,2
Remove 8 desk from the basket.,remove,desk,8
I want to buy 6 garlic.,add,garlic,6
Remove 9 razor from the basket.,remove,razor,9
Give me 6 socks.,add,socks,6
Let’s add 2 blind to the basket.,add,blind,2
Make that 7 blouse.,add,blouse,7
Let’s add 1 hat to the basket.,add,hat,1
Drop 4 oil.,remove,oil,4
I want to buy 6 apples.,add,apples,6
Can you take out 4 cookies?,remove,cookies,4
Pop 7 sunglasses into my shopping bag.,add,sunglasses,7
I want to buy 10 battery.,add,battery,10
Pop 10 toothpaste into my shopping bag.,add,toothpaste,10
Could you toss 1 brush into the cart?,add,brush,1
Get rid of 6 sheet from my order.,remove,sheet,6
Make that 2 chair.,add,chair,2
Cancel 2 chips.,remove,chips,2
"Grab me 7 curtain, please.",add,curtain,7
Let’s add 10 pasta to the basket.,add,pasta,10
"Nix 10 shoes, please.",remove,shoes,10
Make that 4 vinegar.,add,vinegar,4
Drop 8 robe.,remove,robe,8
I need 6 razor added.,add,razor,6
Pop 4 tuna into my shopping bag.,add,tuna,4
Give me 9 candy.,add,candy,9
Drop 1 toothbrush.,remove,toothbrush,1
Get rid of 5 yogurt from my order.,remove,yogurt,5
Throw in 9 blind for me.,add,blind,9
I need 5 chips added.,add,chips,5
Let’s add 10 eggs to the basket.,add,eggs,10
Remove 6 brush.,remove,brush,6
Can you take out 2 rice?,remove,rice,2
Make that 6 vinegar.,add,vinegar,6
Could you toss 5 blanket into the cart?,add,blanket,5
"I changed my mind about those bottle, take 3 out.",remove,bottle,3
"Grab me 3 shelf, please.",add,shelf,3
Please add 2 glasses.,add,glasses,2
Pop 1 battery into my shopping bag.,add,battery,1
I need 9 grapes added.,add,grapes,9
Let’s add 7 broccoli to the basket.,add,broccoli,7
Put 8 gloves in my cart.,add,gloves,8
Put 1 ring in my cart.,add,ring,1
Cancel 8 pajamas.,remove,pajamas,8
"I changed my mind about those crackers, take 2 out.",remove,crackers,2
Cancel the sponge.,remove,sponge,1
Can you take out 2 glass?,remove,glass,2
I don't need 9 tissue anymore.,remove,tissue,9
Remove the soda.,remove,soda,1
Remove 6 trousers from the basket.,remove,trousers,6
Drop 4 spaghetti.,remove,spaghetti,4
"I changed my mind about those broccoli, take 5 out.",remove,broccoli,5
Pop 10 oil into my shopping bag.,add,oil,10
I'd like to get 1 toothbrush.,add,toothbrush,1
Let’s drop 4 milk.,remove,milk,4
Can you take out 5 mop?,remove,mop,5
"Nix 3 lettuce, please.",remove,lettuce,3
"Grab me 1 lamp, please.",add,lamp,1
Wipe out the lighter.,remove,lighter,1
Get rid of 4 duvet from my order.,remove,duvet,4
Could you toss 4 bottle into the cart?,add,bottle,4
Remove 8 vinegar from the basket.,remove,vinegar,8
Get rid of the hat.,remove,hat,1
Throw in 8 fish for me.,add,fish,8
Make that 2 razor.,add,razor,2
I want to buy 3 belt.,add,belt,3
Give me 5 bananas.,add,bananas,5
Drop the shirt completely.,remove,shirt,1
Include 9 earring with my order.,add,earring,9
Take out the vase.,remove,vase,1
Make that 9 potato.,add,potato,9
Pop 10 napkin into my shopping bag.,add,napkin,10
I'd like to get 8 grapes.,add,grapes,8
"Grab me 9 pot, please.",add,pot,9
"Grab me 3 mat, please.",add,mat,3
Let’s add 7 beer to the basket.,add,beer,7
Eliminate the oranges from my cart.,remove,oranges,1
Put 6 bottle in my cart.,add,bottle,6
Please add 6 gown.,add,gown,6
Remove 9 coffee.,remove,coffee,9
Eliminate the leggings from my cart.,remove,leggings,1
Make that 10 shampoo.,add,shampoo,10
Make that 10 tie.,add,tie,10
Drop the shampoo completely.,remove,shampoo,1
Delete 5 apples from the cart.,remove,apples,5
I want to buy 7 pillow.,add,pillow,7
Pop 5 cup into my shopping bag.,add,cup,5
Put 3 lighter in my cart.,add,lighter,3
Eliminate the spaghetti from my cart.,remove,spaghetti,1
Make that 1 rice.,add,rice,1
I don't need 7 tie anymore.,remove,tie,7
Cancel 6 drawer.,remove,drawer,6
Let’s add 6 bulb to the basket.,add,bulb,6
Please pull out 10 salmon.,remove,salmon,10
"I changed my mind about those yogurt, take 5 out.",remove,yogurt,5
Put 10 pepper in my cart.,add,pepper,10
Remove 2 bananas from the basket.,remove,bananas,2
I need 5 napkin added.,add,napkin,5
Could you toss 6 couch into the cart?,add,couch,6
Cancel 1 corn.,remove,corn,1
"Nix 5 glasses, please.",remove,glasses,5
Please add 3 carrots.,add,carrots,3
Please add 2 lighter.,add,lighter,2
Add 6 curtain to the list.,add,curtain,6
Get rid of 6 sofa from my order.,remove,sofa,6
Remove 1 salmon.,remove,salmon,1
Add 3 ring to the list.,add,ring,3
I need 8 pot added.,add,pot,8
Could you toss 7 shrimp into the cart?,add,shrimp,7
Pop 8 suitcase into my shopping bag.,add,suitcase,8
Please add 8 paper.,add,paper,8
"I changed my mind about those chair, take 3 out.",remove,chair,3
Cancel the cauliflower.,remove,cauliflower,1
Remove 5 eggs from the basket.,remove,eggs,5
Give me 4 tomato.,add,tomato,4
I'd like to get 10 lamp.,add,lamp,10
I'd like to get 3 lemon.,add,lemon,3
Take out the potato.,remove,potato,1
Give me 7 hat.,add,hat,7
Could you toss 8 lotion into the cart?,add,lotion,8
Add 4 flour to the list.,add,flour,4
Please add 6 candle.,add,candle,6
Take 8 rice off my list.,remove,rice,8
Cancel 8 oil.,remove,oil,8
Add 1 sugar to the list.,add,sugar,1
Include 10 bread with my order.,add,bread,10
Throw in 7 drawer for me.,add,drawer,7
Pop 5 steak into my shopping bag.,add,steak,5
Please add 2 desk.,add,desk,2
Get rid of the ring.,remove,ring,1
Take 4 bananas off my list.,remove,bananas,4
Throw in 8 mittens for me.,add,mittens,8
I want to buy 6 juice.,add,juice,6
Make that 3 raincoat.,add,raincoat,3
Could you toss 5 tie into the cart?,add,tie,5
Let’s add 3 wallet to the basket.,add,wallet,3
Please add 10 sheet.,add,sheet,10
Remove 1 fork from the basket.,remove,fork,1
Include 4 t-shirt with my order.,add,t-shirt,4
Take out the battery.,remove,battery,1
"I changed my mind about those napkin, take 6 out.",remove,napkin,6
Add 3 grapes to the list.,add,grapes,3
Forget about the sweater.,remove,sweater,1
Let’s add 3 candle to the basket.,add,candle,3
Pop 7 lettuce into my shopping bag.,add,lettuce,7
I'd like to get 7 lighter.,add,lighter,7
"Nix 10 spoon, please.",remove,spoon,10
"Nix 1 lamp, please.",remove,lamp,1
Let’s add 4 handbag to the basket.,add,handbag,4
Could you toss 9 beanie into the cart?,add,beanie,9
I don't need 6 glasses anymore.,remove,glasses,6
Throw in 6 drawer for me.,add,drawer,6
Please pull out 4 oranges.,remove,oranges,4
Get rid of the steak.,remove,steak,1
Pop 2 mop into my shopping bag.,add,mop,2
Throw in 8 jacket for me.,add,jacket,8
Pop 10 toaster into my shopping bag.,add,toaster,10
Could you toss 4 mat into the cart?,add,mat,4
"I changed my mind about those sheet, take 1 out.",remove,sheet,1
"Nix 1 sheet, please.",remove,sheet,1
"Grab me 7 blazer, please.",add,blazer,7
"Grab me 6 curtain, please.",add,curtain,6
Take out the peas.,remove,peas,1
Could you toss 10 pork into the cart?,add,pork,10
Can you take out 9 tray?,remove,tray,9
Please pull out 1 earring.,remove,earring,1
Let’s add 8 watch to the basket.,add,watch,8
Make that 3 slippers.,add,slippers,3
Delete 4 soap from the cart.,remove,soap,4
Remove 9 beans.,remove,beans,9
I don't need 7 flour anymore.,remove,flour,7
Pop 1 slippers into my shopping bag.,add,slippers,1
Pop 8 salmon into my shopping bag.,add,salmon,8
Let’s add 10 water to the basket.,add,water,10
I want to buy 2 slippers.,add,slippers,2
"I changed my mind about those flour, take 8 out.",remove,flour,8
Please pull out 4 soap.,remove,soap,4
I want to buy 2 mittens.,add,mittens,2
Please pull out 10 chocolate.,remove,chocolate,10
I need 2 fan added.,add,fan,2
Pop 9 hat into my shopping bag.,add,hat,9
Remove 1 peas from the basket.,remove,peas,1
Include 5 grapes with my order.,add,grapes,5
Please pull out 5 candy.,remove,candy,5
Let’s add 7 mattress to the basket.,add,mattress,7
I want to buy 3 pretzels.,add,pretzels,3
I don't need 3 salmon anymore.,remove,salmon,3
Add 10 trousers to the list.,add,trousers,10
Let’s add 1 pan to the basket.,add,pan,1
"Grab me 9 pan, please.",add,pan,9
Put 3 broom in my cart.,add,broom,3
Eliminate the dress from my cart.,remove,dress,1
Get rid of the coat.,remove,coat,1
Throw in 10 bracelet for me.,add,bracelet,10
Remove 7 spinach from the basket.,remove,spinach,7
Get rid of 1 cereal from my order.,remove,cereal,1
Drop 1 heater.,remove,heater,1
I need 1 mirror added.,add,mirror,1
Add 7 t-shirt to the list.,add,t-shirt,7
"Grab me 6 salt, please.",add,salt,6
Can you take out 5 wine?,remove,wine,5
Can you take out 8 bowl?,remove,bowl,8
Can you take out 5 shoes?,remove,shoes,5
I want to buy 6 napkin.,add,napkin,6
Wipe out the bowl.,remove,bowl,1
I'd like to get 6 shelf.,add,shelf,6
Put 3 lime in my cart.,add,lime,3
Could you toss 1 shorts into the cart?,add,shorts,1
Get rid of 6 towel from my order.,remove,towel,6
Drop the vase completely.,remove,vase,1
Get rid of 10 noodles from my order.,remove,noodles,10
Could you toss 3 mittens into the cart?,add,mittens,3
I want to buy 2 vest.,add,vest,2
Please pull out 2 tuna.,remove,tuna,2
I'd like to get 8 sunglasses.,add,sunglasses,8
Make that 1 socks.,add,socks,1
Drop the jacket completely.,remove,jacket,1
Throw in 3 necklace for me.,add,necklace,3
Give me 2 handbag.,add,handbag,2
Please pull out 4 plate.,remove,plate,4
Remove 8 scarf.,remove,scarf,8
I'd like to get 5 candle.,add,candle,5
Please pull out 4 duvet.,remove,duvet,4
Put 4 robe in my cart.,add,robe,4
"Grab me 9 noodles, please.",add,noodles,9
Forget about the toothpaste.,remove,toothpaste,1
Take out the drawer.,remove,drawer,1
I want to buy 5 lamp.,add,lamp,5
Delete 4 oil from the cart.,remove,oil,4
"Nix 4 robe, please.",remove,robe,4
Cancel 2 pork.,remove,pork,2
"I changed my mind about those gown, take 9 out.",remove,gown,9
Take 4 conditioner off my list.,remove,conditioner,4
I need 10 pepper added.,add,pepper,10
Give me 9 nuts.,add,nuts,9
I want to buy 2 oatmeal.,add,oatmeal,2
Forget about the lighter.,remove,lighter,1
Remove 7 trousers.,remove,trousers,7
Give me 5 oil.,add,oil,5
Make that 7 sunglasses.,add,sunglasses,7
Wipe out the gown.,remove,gown,1
"Nix 1 blazer, please.",remove,blazer,1
I don't need 8 shampoo anymore.,remove,shampoo,8
Forget about the oil.,remove,oil,1
Give me 5 brush.,add,brush,5
I want to buy 8 pan.,add,pan,8
Please pull out 2 steak.,remove,steak,2
I'd like to get 3 shirt.,add,shirt,3
Cancel 2 wine.,remove,wine,2
Let’s drop 1 milk.,remove,milk,1
Could you toss 6 pillowcase into the cart?,add,pillowcase,6
Can you take out 9 tissue?,remove,tissue,9
Please pull out 5 bracelet.,remove,bracelet,5
"Grab me 4 knife, please.",add,knife,4
Please add 7 water.,add,water,7
Please add 4 pajamas.,add,pajamas,4
"Nix 1 robe, please.",remove,robe,1
Pop 4 pillow into my shopping bag.,add,pillow,4
Put 3 pretzels in my cart.,add,pretzels,3
Make that 4 crackers.,add,crackers,4
Pop 4 gloves into my shopping bag.,add,gloves,4
Could you toss 1 chicken into the cart?,add,chicken,1
"Nix 5 earring, please.",remove,earring,5
I need 5 curtain added.,add,curtain,5
Remove 5 clock.,remove,clock,5
Include 9 fan with my order.,add,fan,9
"Grab me 7 knife, please.",add,knife,7
Make that 8 cabinet.,add,cabinet,8
Take 5 jacket off my list.,remove,jacket,5
Take out the lotion.,remove,lotion,1
Could you toss 9 backpack into the cart?,add,backpack,9
Add 6 sponge to the list.,add,sponge,6
"I changed my mind about those bulb, take 4 out.",remove,bulb,4
Pop 6 vest into my shopping bag.,add,vest,6
Give me 5 bucket.,add,bucket,5
Let’s add 6 dress to the basket.,add,dress,6
I need 2 coat added.,add,coat,2
Could you toss 9 pork into the cart?,add,pork,9
Could you toss 6 shoes into the cart?,add,shoes,6
Could you toss 6 sweater into the cart?,add,sweater,6
I don’t need 2 pillow anymore.,remove,pillow,2
I want to buy 5 chocolate.,add,chocolate,5
Cancel 3 rice.,remove,rice,3
Give me 7 noodles.,add,noodles,7
Remove 3 beanie.,remove,beanie,3
Throw in 3 cookies for me.,add,cookies,3
Cancel 8 bucket.,remove,bucket,8
Throw in 2 rug for me.,add,rug,2
Get rid of 3 oil from my order.,remove,oil,3
Make that 10 lime.,add,lime,10
Cancel the belt.,remove,belt,1
I want to buy 9 couch.,add,couch,9
Get rid of 4 apples from my order.,remove,apples,4
Drop 1 vest.,remove,vest,1
Delete 4 necklace from the cart.,remove,necklace,4
Pop 3 shirt into my shopping bag.,add,shirt,3
Remove 2 cap from the basket.,remove,cap,2
